Protein.Group	Protein.Ids	Genes	Run	Precursor.Normalised
Zm00001d005238	Zm00001d005238		B73_TMT1_1	0.076722
Zm00001d005241	Zm00001d005241		B73_TMT1_1	0.05288
Zm00001d005244	Zm00001d005244		B73_TMT1_1	0.046832
Zm00001d005248	Zm00001d005248		B73_TMT1_1	0.067856
Zm00001d005250	Zm00001d005250		B73_TMT1_1	0.0
Zm00001d005251	Zm00001d005251		B73_TMT1_1	0.1151
Zm00001d005253	Zm00001d005253		B73_TMT1_1	0.083709
Zm00001d005256	Zm00001d005256		B73_TMT1_1	0.0
Zm00001d005264	Zm00001d005264		B73_TMT1_1	0.074849
Zm00001d005266	Zm00001d005266		B73_TMT1_1	0.0
Zm00001d005269	Zm00001d005269		B73_TMT1_1	0.074098
Zm00001d005271	Zm00001d005271		B73_TMT1_1	0.070978
Zm00001d005276	Zm00001d005276		B73_TMT1_1	0.075269
Zm00001d005281	Zm00001d005281		B73_TMT1_1	0.065207
Zm00001d005284	Zm00001d005284		B73_TMT1_1	0.21141
Zm00001d005295	Zm00001d005295		B73_TMT1_1	0.070164
Zm00001d005298	Zm00001d005298		B73_TMT1_1	0.0
Zm00001d005299	Zm00001d005299		B73_TMT1_1	0.0
Zm00001d005303	Zm00001d005303		B73_TMT1_1	0.070748
Zm00001d005306	Zm00001d005306		B73_TMT1_1	0.11437
Zm00001d005308	Zm00001d005308		B73_TMT1_1	0.0
Zm00001d005312	Zm00001d005312		B73_TMT1_1	0.073384
Zm00001d005315	Zm00001d005315		B73_TMT1_1	0.07318
Zm00001d005323	Zm00001d005323		B73_TMT1_1	0.076425
Zm00001d005328	Zm00001d005328		B73_TMT1_1	0.0
Zm00001d005334	Zm00001d005334		B73_TMT1_1	0.092906
Zm00001d005338	Zm00001d005338		B73_TMT1_1	0.069766
Zm00001d005343	Zm00001d005343		B73_TMT1_1	0.080801
Zm00001d005344	Zm00001d005344		B73_TMT1_1	0.16745
Zm00001d005346	Zm00001d005346		B73_TMT1_1	0.038463
Zm00001d005347	Zm00001d005347		B73_TMT1_1	0.080882
Zm00001d005348	Zm00001d005348		B73_TMT1_1	0.069261
Zm00001d005350	Zm00001d005350		B73_TMT1_1	0.070798
Zm00001d005351	Zm00001d005351		B73_TMT1_1	0.077966
Zm00001d005355	Zm00001d005355		B73_TMT1_1	0.053759
Zm00001d005356	Zm00001d005356		B73_TMT1_1	0.06102
Zm00001d005358	Zm00001d005358		B73_TMT1_1	0.055188
Zm00001d005359	Zm00001d005359		B73_TMT1_1	0.042375
Zm00001d005368	Zm00001d005368		B73_TMT1_1	0.043546
Zm00001d005373	Zm00001d005373		B73_TMT1_1	0.04282
Zm00001d005391	Zm00001d005391		B73_TMT1_1	0.067924
Zm00001d005392	Zm00001d005392		B73_TMT1_1	0.05459
Zm00001d005393	Zm00001d005393		B73_TMT1_1	0.069785
Zm00001d019576	Zm00001d019576		B73_TMT1_1	0.0
Zm00001d005403	Zm00001d005403		B73_TMT1_1	0.073997
Zm00001d005406	Zm00001d005406		B73_TMT1_1	0.0
Zm00001d005421	Zm00001d005421		B73_TMT1_1	0.092707
Zm00001d005434	Zm00001d005434		B73_TMT1_1	0.024196
Zm00001d005436	Zm00001d005436		B73_TMT1_1	0.062877
Zm00001d005446	Zm00001d005446		B73_TMT1_1	0.03302
Zm00001d005451	Zm00001d005451		B73_TMT1_1	0.0
Zm00001d005453	Zm00001d005453		B73_TMT1_1	0.069296
Zm00001d005454	Zm00001d005454		B73_TMT1_1	0.044484
Zm00001d005456	Zm00001d005456		B73_TMT1_1	0.0
Zm00001d005457	Zm00001d005457		B73_TMT1_1	0.03908
Zm00001d005459	Zm00001d005459		B73_TMT1_1	0.11056
Zm00001d005460	Zm00001d005460		B73_TMT1_1	0.061117
Zm00001d005461	Zm00001d005461		B73_TMT1_1	0.091323
Zm00001d005464	Zm00001d005464		B73_TMT1_1	0.040609
Zm00001d005465	Zm00001d005465		B73_TMT1_1	0.045848
Zm00001d005466	Zm00001d005466		B73_TMT1_1	0.0
Zm00001d005468	Zm00001d005468		B73_TMT1_1	0.082575
Zm00001d005470	Zm00001d005470		B73_TMT1_1	0.0
Zm00001d005472	Zm00001d005472		B73_TMT1_1	0.054123
Zm00001d005473	Zm00001d005473		B73_TMT1_1	0.063599
Zm00001d005482	Zm00001d005482		B73_TMT1_1	0.042527
Zm00001d005484	Zm00001d005484		B73_TMT1_1	0.0
Zm00001d005485	Zm00001d005485		B73_TMT1_1	0.093279
Zm00001d005489	Zm00001d005489		B73_TMT1_1	0.075125
Zm00001d005495	Zm00001d005495		B73_TMT1_1	0.05316
Zm00001d005498	Zm00001d005498		B73_TMT1_1	0.053715
Zm00001d005501	Zm00001d005501		B73_TMT1_1	0.0
Zm00001d005502	Zm00001d005502		B73_TMT1_1	0.033604
Zm00001d005504	Zm00001d005504		B73_TMT1_1	0.0
Zm00001d005507	Zm00001d005507		B73_TMT1_1	0.073813
Zm00001d005513	Zm00001d005513		B73_TMT1_1	0.079997
Zm00001d005516	Zm00001d005516		B73_TMT1_1	0.0
Zm00001d019981	Zm00001d019981		B73_TMT1_1	0.092344
Zm00001d005535	Zm00001d005535		B73_TMT1_1	0.053769
Zm00001d005546	Zm00001d005546		B73_TMT1_1	0.044466
Zm00001d020019	Zm00001d020019		B73_TMT1_1	0.045782
Zm00001d005558	Zm00001d005558		B73_TMT1_1	0.069419
Zm00001d005573	Zm00001d005573		B73_TMT1_1	0.069878
Zm00001d005584	Zm00001d005584		B73_TMT1_1	0.064952
Zm00001d005586	Zm00001d005586		B73_TMT1_1	0.081908
Zm00001d005587	Zm00001d005587		B73_TMT1_1	0.051048
Zm00001d005590	Zm00001d005590		B73_TMT1_1	0.0
Zm00001d005594	Zm00001d005594		B73_TMT1_1	0.082022
Zm00001d005598	Zm00001d005598		B73_TMT1_1	0.053511
Zm00001d005612	Zm00001d005612		B73_TMT1_1	0.077184
Zm00001d005614	Zm00001d005614		B73_TMT1_1	0.071613
Zm00001d005624	Zm00001d005624		B73_TMT1_1	0.059728
Zm00001d005627	Zm00001d005627		B73_TMT1_1	0.067291
Zm00001d005628	Zm00001d005628		B73_TMT1_1	0.074039
Zm00001d005631	Zm00001d005631		B73_TMT1_1	0.10127
Zm00001d005632	Zm00001d005632		B73_TMT1_1	0.066792
Zm00001d005636	Zm00001d005636		B73_TMT1_1	0.090832
Zm00001d005638	Zm00001d005638		B73_TMT1_1	0.072247
Zm00001d005641	Zm00001d005641		B73_TMT1_1	0.078101
Zm00001d005642	Zm00001d005642		B73_TMT1_1	0.059474
Zm00001d005649	Zm00001d005649		B73_TMT1_1	0.076157
Zm00001d005650	Zm00001d005650		B73_TMT1_1	0.065476
Zm00001d005662	Zm00001d005662		B73_TMT1_1	0.075724
Zm00001d050294	Zm00001d050294		B73_TMT1_1	0.0
Zm00001d005674	Zm00001d005674		B73_TMT1_1	0.082135
Zm00001d005675	Zm00001d005675		B73_TMT1_1	0.060347
Zm00001d005680	Zm00001d005680		B73_TMT1_1	0.0
Zm00001d005682	Zm00001d005682		B73_TMT1_1	0.089311
Zm00001d005688	Zm00001d005688		B73_TMT1_1	0.0
Zm00001d005694	Zm00001d005694		B73_TMT1_1	0.057355
Zm00001d020354	Zm00001d020354		B73_TMT1_1	0.078766
Zm00001d005707	Zm00001d005707		B73_TMT1_1	0.068219
Zm00001d005708	Zm00001d005708		B73_TMT1_1	0.0
Zm00001d005711	Zm00001d005711		B73_TMT1_1	0.077196
Zm00001d005713	Zm00001d005713		B73_TMT1_1	0.0
Zm00001d005716	Zm00001d005716		B73_TMT1_1	0.072595
Zm00001d005719	Zm00001d005719		B73_TMT1_1	0.0
Zm00001d005727	Zm00001d005727		B73_TMT1_1	0.070031
Zm00001d005732	Zm00001d005732		B73_TMT1_1	0.063404
Zm00001d020429	Zm00001d020429		B73_TMT1_1	0.0
Zm00001d005739	Zm00001d005739		B73_TMT1_1	0.0
Zm00001d005751	Zm00001d005751		B73_TMT1_1	0.10424
Zm00001d005754	Zm00001d005754		B73_TMT1_1	0.0
Zm00001d005756	Zm00001d005756		B73_TMT1_1	0.065917
Zm00001d005757	Zm00001d005757		B73_TMT1_1	0.046697
Zm00001d005762	Zm00001d005762		B73_TMT1_1	0.052277
Zm00001d005772	Zm00001d005772		B73_TMT1_1	0.057479
Zm00001d005775	Zm00001d005775		B73_TMT1_1	0.14361
Zm00001d005776	Zm00001d005776		B73_TMT1_1	0.0
Zm00001d005789	Zm00001d005789		B73_TMT1_1	0.042458
Zm00001d005790	Zm00001d005790		B73_TMT1_1	0.0
Zm00001d005792	Zm00001d005792		B73_TMT1_1	0.063278
Zm00001d005793	Zm00001d005793		B73_TMT1_1	0.041973
Zm00001d005795	Zm00001d005795		B73_TMT1_1	0.0
Zm00001d005812	Zm00001d005812		B73_TMT1_1	0.047027
Zm00001d005814	Zm00001d005814		B73_TMT1_1	0.050335
Zm00001d005817	Zm00001d005817		B73_TMT1_1	0.053863
Zm00001d005818	Zm00001d005818		B73_TMT1_1	0.064523
Zm00001d005821	Zm00001d005821		B73_TMT1_1	0.096885
Zm00001d005822	Zm00001d005822		B73_TMT1_1	0.18248
Zm00001d005828	Zm00001d005828		B73_TMT1_1	0.0
Zm00001d005831	Zm00001d005831		B73_TMT1_1	0.060583
Zm00001d005856	Zm00001d005856		B73_TMT1_1	0.068051
Zm00001d005857	Zm00001d005857		B73_TMT1_1	0.0
Zm00001d005859	Zm00001d005859		B73_TMT1_1	0.065603
Zm00001d005866	Zm00001d005866		B73_TMT1_1	0.10354
Zm00001d005894	Zm00001d005894		B73_TMT1_1	0.0599
Zm00001d005895	Zm00001d005895		B73_TMT1_1	0.080945
Zm00001d005902	Zm00001d005902		B73_TMT1_1	0.080742
Zm00001d005905	Zm00001d005905		B73_TMT1_1	0.0
Zm00001d005909	Zm00001d005909		B73_TMT1_1	0.088203
Zm00001d005910	Zm00001d005910		B73_TMT1_1	0.0
Zm00001d005912	Zm00001d005912		B73_TMT1_1	0.0
Zm00001d005925	Zm00001d005925		B73_TMT1_1	0.073697
Zm00001d005926	Zm00001d005926		B73_TMT1_1	0.072128
Zm00001d005931	Zm00001d005931		B73_TMT1_1	0.059803
Zm00001d005932	Zm00001d005932		B73_TMT1_1	0.049024
Zm00001d005934	Zm00001d005934		B73_TMT1_1	0.066129
Zm00001d005950	Zm00001d005950		B73_TMT1_1	0.036991
Zm00001d005958	Zm00001d005958		B73_TMT1_1	0.0
Zm00001d005961	Zm00001d005961		B73_TMT1_1	0.079741
Zm00001d020826	Zm00001d020826		B73_TMT1_1	0.071141
Zm00001d005969	Zm00001d005969		B73_TMT1_1	0.072266
Zm00001d005973	Zm00001d005973		B73_TMT1_1	0.021493
Zm00001d005997	Zm00001d005997		B73_TMT1_1	0.080097
Zm00001d005998	Zm00001d005998		B73_TMT1_1	0.063126
Zm00001d006002	Zm00001d006002		B73_TMT1_1	0.033829
Zm00001d006008	Zm00001d006008		B73_TMT1_1	0.081991
Zm00001d006009	Zm00001d006009		B73_TMT1_1	0.075054
Zm00001d006010	Zm00001d006010		B73_TMT1_1	0.059698
Zm00001d006025	Zm00001d006025		B73_TMT1_1	0.0
Zm00001d006026	Zm00001d006026		B73_TMT1_1	0.0
Zm00001d006030	Zm00001d006030		B73_TMT1_1	0.0
Zm00001d006034	Zm00001d006034		B73_TMT1_1	0.07566
Zm00001d006036	Zm00001d006036		B73_TMT1_1	0.1426
Zm00001d006040	Zm00001d006040		B73_TMT1_1	0.0
Zm00001d006041	Zm00001d006041		B73_TMT1_1	0.089141
Zm00001d006045	Zm00001d006045		B73_TMT1_1	0.0657
Zm00001d006046	Zm00001d006046		B73_TMT1_1	0.070313
Zm00001d006047	Zm00001d006047		B73_TMT1_1	0.068834
Zm00001d006049	Zm00001d006049		B73_TMT1_1	0.087452
Zm00001d006050	Zm00001d006050		B73_TMT1_1	0.036146
Zm00001d006052	Zm00001d006052		B73_TMT1_1	0.062307
Zm00001d006055	Zm00001d006055		B73_TMT1_1	0.069069
Zm00001d006057	Zm00001d006057		B73_TMT1_1	0.057157
Zm00001d006061	Zm00001d006061		B73_TMT1_1	0.074229
Zm00001d007768	Zm00001d007768		B73_TMT1_1	0.050201
Zm00001d006071	Zm00001d006071		B73_TMT1_1	0.086156
Zm00001d006079	Zm00001d006079		B73_TMT1_1	0.057285
Zm00001d006080	Zm00001d006080		B73_TMT1_1	0.092956
Zm00001d006084	Zm00001d006084		B73_TMT1_1	0.066972
Zm00001d006094	Zm00001d006094		B73_TMT1_1	0.0
Zm00001d006097	Zm00001d006097		B73_TMT1_1	0.055251
Zm00001d006098	Zm00001d006098		B73_TMT1_1	0.082101
Zm00001d006100	Zm00001d006100		B73_TMT1_1	0.076684
Zm00001d006102	Zm00001d006102		B73_TMT1_1	0.025565
Zm00001d006103	Zm00001d006103		B73_TMT1_1	0.050801
Zm00001d006107	Zm00001d006107		B73_TMT1_1	0.0
Zm00001d006108	Zm00001d006108		B73_TMT1_1	0.050533
Zm00001d006112	Zm00001d006112		B73_TMT1_1	0.0
Zm00001d006113	Zm00001d006113		B73_TMT1_1	0.06681
Zm00001d006118	Zm00001d006118		B73_TMT1_1	0.071533
Zm00001d006119	Zm00001d006119		B73_TMT1_1	0.079923
Zm00001d006124	Zm00001d006124		B73_TMT1_1	0.062388
Zm00001d006125	Zm00001d006125		B73_TMT1_1	0.071418
Zm00001d006127	Zm00001d006127		B73_TMT1_1	0.070209
Zm00001d006128	Zm00001d006128		B73_TMT1_1	0.055622
Zm00001d006133	Zm00001d006133		B73_TMT1_1	0.088145
Zm00001d006147	Zm00001d006147		B73_TMT1_1	0.0
Zm00001d006148	Zm00001d006148		B73_TMT1_1	0.08444
Zm00001d006153	Zm00001d006153		B73_TMT1_1	0.0
Zm00001d006160	Zm00001d006160		B73_TMT1_1	0.089887
Zm00001d006166	Zm00001d006166		B73_TMT1_1	0.10315
Zm00001d006167	Zm00001d006167		B73_TMT1_1	0.070763
Zm00001d006176	Zm00001d006176		B73_TMT1_1	0.072646
Zm00001d006179	Zm00001d006179		B73_TMT1_1	0.06638
Zm00001d006182	Zm00001d006182		B73_TMT1_1	0.063585
Zm00001d006183	Zm00001d006183		B73_TMT1_1	0.0
Zm00001d006185	Zm00001d006185		B73_TMT1_1	0.056434
Zm00001d006193	Zm00001d006193		B73_TMT1_1	0.0
Zm00001d021267	Zm00001d021267		B73_TMT1_1	0.0
Zm00001d006198	Zm00001d006198		B73_TMT1_1	0.049292
Zm00001d006199	Zm00001d006199		B73_TMT1_1	0.0589
Zm00001d006203	Zm00001d006203		B73_TMT1_1	0.052115
Zm00001d006204	Zm00001d006204		B73_TMT1_1	0.051253
Zm00001d006213	Zm00001d006213		B73_TMT1_1	0.02777
Zm00001d006214	Zm00001d006214		B73_TMT1_1	0.066044
Zm00001d006217	Zm00001d006217		B73_TMT1_1	0.0
Zm00001d006220	Zm00001d006220		B73_TMT1_1	0.082476
Zm00001d006221	Zm00001d006221		B73_TMT1_1	0.076242
Zm00001d006226	Zm00001d006226		B73_TMT1_1	0.0
Zm00001d006227	Zm00001d006227		B73_TMT1_1	0.082445
Zm00001d006235	Zm00001d006235		B73_TMT1_1	0.070905
Zm00001d006238	Zm00001d006238		B73_TMT1_1	0.067342
Zm00001d006242	Zm00001d006242		B73_TMT1_1	0.075592
Zm00001d006243	Zm00001d006243		B73_TMT1_1	0.06975
Zm00001d006244	Zm00001d006244		B73_TMT1_1	0.07374
Zm00001d006246	Zm00001d006246		B73_TMT1_1	0.048237
Zm00001d006249	Zm00001d006249		B73_TMT1_1	0.0
Zm00001d006250	Zm00001d006250		B73_TMT1_1	0.089668
Zm00001d006251	Zm00001d006251		B73_TMT1_1	0.066174
Zm00001d006255	Zm00001d006255		B73_TMT1_1	0.0
Zm00001d006257	Zm00001d006257		B73_TMT1_1	0.0
Zm00001d006267	Zm00001d006267		B73_TMT1_1	0.10193
Zm00001d006270	Zm00001d006270		B73_TMT1_1	0.073692
Zm00001d006286	Zm00001d006286		B73_TMT1_1	0.065343
Zm00001d006287	Zm00001d006287		B73_TMT1_1	0.079881
Zm00001d006296	Zm00001d006296		B73_TMT1_1	0.065427
Zm00001d006298	Zm00001d006298		B73_TMT1_1	0.047372
Zm00001d006307	Zm00001d006307		B73_TMT1_1	0.07599
Zm00001d006309	Zm00001d006309		B73_TMT1_1	0.080541
Zm00001d021420	Zm00001d021420		B73_TMT1_1	0.0623
Zm00001d006311	Zm00001d006311		B73_TMT1_1	0.071334
Zm00001d006317	Zm00001d006317		B73_TMT1_1	0.093491
Zm00001d006320	Zm00001d006320		B73_TMT1_1	0.0
Zm00001d006322	Zm00001d006322		B73_TMT1_1	0.0
Zm00001d006328	Zm00001d006328		B73_TMT1_1	0.08614
Zm00001d006336	Zm00001d006336		B73_TMT1_1	0.0
Zm00001d006340	Zm00001d006340		B73_TMT1_1	0.0
Zm00001d006342	Zm00001d006342		B73_TMT1_1	0.060597
Zm00001d006344	Zm00001d006344		B73_TMT1_1	0.0
Zm00001d006348	Zm00001d006348		B73_TMT1_1	0.062233
Zm00001d006351	Zm00001d006351		B73_TMT1_1	0.0
Zm00001d006355	Zm00001d006355		B73_TMT1_1	0.070511
Zm00001d006357	Zm00001d006357		B73_TMT1_1	0.082515
Zm00001d006361	Zm00001d006361		B73_TMT1_1	0.067149
Zm00001d006364	Zm00001d006364		B73_TMT1_1	0.0
Zm00001d006365	Zm00001d006365		B73_TMT1_1	0.2477
Zm00001d006371	Zm00001d006371		B73_TMT1_1	0.059882
Zm00001d006374	Zm00001d006374		B73_TMT1_1	0.10135
Zm00001d006377	Zm00001d006377		B73_TMT1_1	0.035555
Zm00001d006384	Zm00001d006384		B73_TMT1_1	0.05451
Zm00001d006389	Zm00001d006389		B73_TMT1_1	0.0
Zm00001d006397	Zm00001d006397		B73_TMT1_1	0.097005
Zm00001d006399	Zm00001d006399		B73_TMT1_1	0.0
Zm00001d006401	Zm00001d006401		B73_TMT1_1	0.029
Zm00001d006402	Zm00001d006402		B73_TMT1_1	0.035953
Zm00001d006403	Zm00001d006403		B73_TMT1_1	0.04119
Zm00001d006409	Zm00001d006409		B73_TMT1_1	0.071302
Zm00001d006410	Zm00001d006410		B73_TMT1_1	0.067316
Zm00001d006419	Zm00001d006419		B73_TMT1_1	0.0
Zm00001d006422	Zm00001d006422		B73_TMT1_1	0.073749
Zm00001d006428	Zm00001d006428		B73_TMT1_1	0.0
Zm00001d006433	Zm00001d006433		B73_TMT1_1	0.078143
Zm00001d006438	Zm00001d006438		B73_TMT1_1	0.0669
Zm00001d006439	Zm00001d006439		B73_TMT1_1	0.082606
Zm00001d006446	Zm00001d006446		B73_TMT1_1	0.048636
Zm00001d006449	Zm00001d006449		B73_TMT1_1	0.077656
Zm00001d006451	Zm00001d006451		B73_TMT1_1	0.046669
Zm00001d006455	Zm00001d006455		B73_TMT1_1	0.068674
Zm00001d006459	Zm00001d006459		B73_TMT1_1	0.067603
Zm00001d006461	Zm00001d006461		B73_TMT1_1	0.073927
Zm00001d006463	Zm00001d006463		B73_TMT1_1	0.05355
Zm00001d045732	Zm00001d045732		B73_TMT1_1	0.0
Zm00001d006467	Zm00001d006467		B73_TMT1_1	0.0
Zm00001d006472	Zm00001d006472		B73_TMT1_1	0.0
Zm00001d006474	Zm00001d006474		B73_TMT1_1	0.061247
Zm00001d006476	Zm00001d006476		B73_TMT1_1	0.081213
Zm00001d006479	Zm00001d006479		B73_TMT1_1	0.082026
Zm00001d006488	Zm00001d006488		B73_TMT1_1	0.067902
Zm00001d006491	Zm00001d006491		B73_TMT1_1	0.082069
Zm00001d006496	Zm00001d006496		B73_TMT1_1	0.067911
Zm00001d006497	Zm00001d006497		B73_TMT1_1	0.078389
Zm00001d006504	Zm00001d006504		B73_TMT1_1	0.076976
Zm00001d021652	Zm00001d021652		B73_TMT1_1	0.08141
Zm00001d006511	Zm00001d006511		B73_TMT1_1	0.035743
Zm00001d006512	Zm00001d006512		B73_TMT1_1	0.061545
Zm00001d006520	Zm00001d006520		B73_TMT1_1	0.037216
Zm00001d006521	Zm00001d006521		B73_TMT1_1	0.0
Zm00001d006524	Zm00001d006524		B73_TMT1_1	0.070976
Zm00001d006526	Zm00001d006526		B73_TMT1_1	0.0
Zm00001d006533	Zm00001d006533		B73_TMT1_1	0.061911
Zm00001d006538	Zm00001d006538		B73_TMT1_1	0.0
Zm00001d006539	Zm00001d006539		B73_TMT1_1	0.060726
Zm00001d006540	Zm00001d006540		B73_TMT1_1	0.071295
Zm00001d021706	Zm00001d021706		B73_TMT1_1	0.065826
Zm00001d021707	Zm00001d021707		B73_TMT1_1	0.0
Zm00001d006551	Zm00001d006551		B73_TMT1_1	0.0
Zm00001d006555	Zm00001d006555		B73_TMT1_1	0.079386
Zm00001d006561	Zm00001d006561		B73_TMT1_1	0.0
Zm00001d006562	Zm00001d006562		B73_TMT1_1	0.0
Zm00001d006565	Zm00001d006565		B73_TMT1_1	0.077248
Zm00001d006567	Zm00001d006567		B73_TMT1_1	0.0
Zm00001d006568	Zm00001d006568		B73_TMT1_1	0.0
Zm00001d006570	Zm00001d006570		B73_TMT1_1	0.037887
Zm00001d006573	Zm00001d006573		B73_TMT1_1	0.081602
Zm00001d006574	Zm00001d006574		B73_TMT1_1	0.06914
Zm00001d006580	Zm00001d006580		B73_TMT1_1	0.064782
Zm00001d006581	Zm00001d006581		B73_TMT1_1	0.054396
Zm00001d006587	Zm00001d006587		B73_TMT1_1	0.002768
Zm00001d006588	Zm00001d006588		B73_TMT1_1	0.029055
Zm00001d006593	Zm00001d006593		B73_TMT1_1	0.031952
Zm00001d006595	Zm00001d006595		B73_TMT1_1	0.079943
Zm00001d006596	Zm00001d006596		B73_TMT1_1	0.1037
Zm00001d006602	Zm00001d006602		B73_TMT1_1	0.07387
Zm00001d006605	Zm00001d006605		B73_TMT1_1	0.0
Zm00001d006607	Zm00001d006607		B73_TMT1_1	0.073015
Zm00001d006610	Zm00001d006610		B73_TMT1_1	0.031306
Zm00001d006611	Zm00001d006611		B73_TMT1_1	0.0
Zm00001d006613	Zm00001d006613		B73_TMT1_1	0.070157
Zm00001d021817	Zm00001d021817		B73_TMT1_1	0.057943
Zm00001d006619	Zm00001d006619		B73_TMT1_1	0.074915
Zm00001d006621	Zm00001d006621		B73_TMT1_1	0.081283
Zm00001d006623	Zm00001d006623		B73_TMT1_1	0.066393
Zm00001d006624	Zm00001d006624		B73_TMT1_1	0.054806
Zm00001d006625	Zm00001d006625		B73_TMT1_1	0.071463
Zm00001d006628	Zm00001d006628		B73_TMT1_1	0.057841
Zm00001d006630	Zm00001d006630		B73_TMT1_1	0.05778
Zm00001d006631	Zm00001d006631		B73_TMT1_1	0.0
Zm00001d006638	Zm00001d006638		B73_TMT1_1	0.144
Zm00001d006640	Zm00001d006640		B73_TMT1_1	0.054938
Zm00001d006645	Zm00001d006645		B73_TMT1_1	0.051426
Zm00001d021891	Zm00001d021891		B73_TMT1_1	0.072186
Zm00001d006657	Zm00001d006657		B73_TMT1_1	0.065788
Zm00001d006659	Zm00001d006659		B73_TMT1_1	0.092413
Zm00001d006663	Zm00001d006663		B73_TMT1_1	0.015887
Zm00001d006667	Zm00001d006667		B73_TMT1_1	0.089273
Zm00001d006669	Zm00001d006669		B73_TMT1_1	0.03842
Zm00001d006670	Zm00001d006670		B73_TMT1_1	0.069243
Zm00001d006676	Zm00001d006676		B73_TMT1_1	0.094253
Zm00001d006678	Zm00001d006678		B73_TMT1_1	0.06939
Zm00001d006680	Zm00001d006680		B73_TMT1_1	0.07079
Zm00001d006681	Zm00001d006681		B73_TMT1_1	0.067211
Zm00001d006683	Zm00001d006683		B73_TMT1_1	0.090373
Zm00001d006684	Zm00001d006684		B73_TMT1_1	0.061848
Zm00001d006688	Zm00001d006688		B73_TMT1_1	0.0
Zm00001d006697	Zm00001d006697		B73_TMT1_1	0.074618
Zm00001d006701	Zm00001d006701		B73_TMT1_1	0.061516
Zm00001d006702	Zm00001d006702		B73_TMT1_1	0.0
Zm00001d006704	Zm00001d006704		B73_TMT1_1	0.10294
Zm00001d006705	Zm00001d006705		B73_TMT1_1	0.0
Zm00001d006708	Zm00001d006708		B73_TMT1_1	0.077494
Zm00001d006710	Zm00001d006710		B73_TMT1_1	0.052081
Zm00001d006714	Zm00001d006714		B73_TMT1_1	0.066237
Zm00001d006717	Zm00001d006717		B73_TMT1_1	0.088095
Zm00001d006722	Zm00001d006722		B73_TMT1_1	0.0
Zm00001d006725	Zm00001d006725		B73_TMT1_1	0.072843
Zm00001d006750	Zm00001d006750		B73_TMT1_1	0.052433
Zm00001d022010	Zm00001d022010		B73_TMT1_1	0.0
Zm00001d006753	Zm00001d006753		B73_TMT1_1	0.053235
Zm00001d006756	Zm00001d006756		B73_TMT1_1	0.05322
Zm00001d022042	Zm00001d022042		B73_TMT1_1	0.087681
Zm00001d006769	Zm00001d006769		B73_TMT1_1	0.076585
Zm00001d006771	Zm00001d006771		B73_TMT1_1	0.06186
Zm00001d006779	Zm00001d006779		B73_TMT1_1	0.048807
Zm00001d006780	Zm00001d006780		B73_TMT1_1	0.073464
Zm00001d006786	Zm00001d006786		B73_TMT1_1	0.0
Zm00001d006788	Zm00001d006788		B73_TMT1_1	0.0
Zm00001d006789	Zm00001d006789		B73_TMT1_1	0.075977
Zm00001d006794	Zm00001d006794		B73_TMT1_1	0.0
Zm00001d006795	Zm00001d006795		B73_TMT1_1	0.05338
Zm00001d006796	Zm00001d006796		B73_TMT1_1	0.037292
Zm00001d006822	Zm00001d006822		B73_TMT1_1	0.070247
Zm00001d006825	Zm00001d006825		B73_TMT1_1	0.0
Zm00001d006833	Zm00001d006833		B73_TMT1_1	0.046538
Zm00001d006834	Zm00001d006834		B73_TMT1_1	0.053058
Zm00001d006836	Zm00001d006836		B73_TMT1_1	0.088456
Zm00001d006838	Zm00001d006838		B73_TMT1_1	0.0
Zm00001d006844	Zm00001d006844		B73_TMT1_1	0.0
Zm00001d006853	Zm00001d006853		B73_TMT1_1	0.069941
Zm00001d006864	Zm00001d006864		B73_TMT1_1	0.064688
Zm00001d022144	Zm00001d022144		B73_TMT1_1	0.073914
Zm00001d006868	Zm00001d006868		B73_TMT1_1	0.043755
Zm00001d006871	Zm00001d006871		B73_TMT1_1	0.040089
Zm00001d006872	Zm00001d006872		B73_TMT1_1	0.074871
Zm00001d006875	Zm00001d006875		B73_TMT1_1	0.0
Zm00001d006886	Zm00001d006886		B73_TMT1_1	0.031667
Zm00001d006889	Zm00001d006889		B73_TMT1_1	0.0
Zm00001d006896	Zm00001d006896		B73_TMT1_1	0.062495
Zm00001d006900	Zm00001d006900		B73_TMT1_1	0.078922
Zm00001d006903	Zm00001d006903		B73_TMT1_1	0.0
Zm00001d006904	Zm00001d006904		B73_TMT1_1	0.068725
Zm00001d006906	Zm00001d006906		B73_TMT1_1	0.052053
Zm00001d006907	Zm00001d006907		B73_TMT1_1	0.068692
Zm00001d006910	Zm00001d006910		B73_TMT1_1	0.051932
Zm00001d006914	Zm00001d006914		B73_TMT1_1	0.061866
Zm00001d006917	Zm00001d006917		B73_TMT1_1	0.0
Zm00001d006924	Zm00001d006924		B73_TMT1_1	0.066868
Zm00001d006928	Zm00001d006928		B73_TMT1_1	0.070895
Zm00001d006929	Zm00001d006929		B73_TMT1_1	0.072228
Zm00001d006931	Zm00001d006931		B73_TMT1_1	0.0
Zm00001d006933	Zm00001d006933		B73_TMT1_1	0.10779
Zm00001d006936	Zm00001d006936		B73_TMT1_1	0.0
Zm00001d006938	Zm00001d006938		B73_TMT1_1	0.0
Zm00001d006939	Zm00001d006939		B73_TMT1_1	0.0
Zm00001d006945	Zm00001d006945		B73_TMT1_1	0.0
